Field1_links,Field2,Field3,Field4,Field5
https://www.imdb.com/title/tt10590430/?ref_=sr_t_952,Gel Konusalim,,,
https://www.imdb.com/title/tt3945214/?ref_=sr_t_953,Hatasiz Kul Olmaz,4,,
https://www.imdb.com/title/tt3303350/?ref_=sr_t_954,Eski Hikaye,2,,
https://www.imdb.com/title/tt11956992/?ref_=sr_t_955,Kafa Doktoru,9,,
https://www.imdb.com/title/tt7667390/?ref_=sr_t_956,P!NÇ,39,,
https://www.imdb.com/title/tt0489922/?ref_=sr_t_957,Çapkin,17,,
https://www.imdb.com/title/tt15768018/?ref_=sr_t_958,Kalbim Yangin Yeri,,,
https://www.imdb.com/title/tt7513006/?ref_=sr_t_959,Sensiz Olmaz,7,,
https://www.imdb.com/title/tt0932660/?ref_=sr_t_960,Ümit Milli,9,,
https://www.imdb.com/title/tt6083632/?ref_=sr_t_961,N'olur Ayrilalim,5,,
https://www.imdb.com/title/tt15661012/?ref_=sr_t_962,Açik Mikrofon,6,,
https://www.imdb.com/title/tt3181004/?ref_=sr_t_963,Mazi Kalbimde Yaradir,,,
https://www.imdb.com/title/tt0426785/?ref_=sr_t_964,Serseri,63,,
https://www.imdb.com/title/tt13045838/?ref_=sr_t_965,Wipe Out Türkiye,,,
https://www.imdb.com/title/tt7372098/?ref_=sr_t_966,Klavye Delikanlilari,8,,
https://www.imdb.com/title/tt0791612/?ref_=sr_t_967,Kizlar Yurdu,22,,
https://www.imdb.com/title/tt0454585/?ref_=sr_t_968,Yeter Anne,3,3,
https://www.imdb.com/title/tt16538982/?ref_=sr_t_969,Nasil Fenomen Oldum,12,,
https://www.imdb.com/title/tt0454657/?ref_=sr_t_970,Yarim Elma,3,,
https://www.imdb.com/title/tt1176638/?ref_=sr_t_971,Iki Yabanci,13,,
https://www.imdb.com/title/tt0421422/?ref_=sr_t_972,Omuz Omuza,,,
https://www.imdb.com/title/tt14899630/?ref_=sr_t_973,Kral Kaybederse,1,,
https://www.imdb.com/title/tt5736118/?ref_=sr_t_974,Ben Onu Çok Sevdim,15,,
https://www.imdb.com/title/tt0397835/?ref_=sr_t_975,Tatli Kaçiklar,,,
https://www.imdb.com/title/tt6137086/?ref_=sr_t_976,Yüzyillik Mühür,10,,
https://www.imdb.com/title/tt0281426/?ref_=sr_t_977,Bücür Cadi,1,,
https://www.imdb.com/title/tt9190036/?ref_=sr_t_978,Görüs Günü Kadinlari,1,,
https://www.imdb.com/title/tt2261916/?ref_=sr_t_979,Evlerden Biri,13,,
https://www.imdb.com/title/tt13766114/?ref_=sr_t_980,Survivor 2021,77,77,
https://www.imdb.com/title/tt2257774/?ref_=sr_t_981,Kiliç Günü,8,,
https://www.imdb.com/title/tt14342244/?ref_=sr_t_982,Adim Basi Kafe,10,,
https://www.imdb.com/title/tt0341834/?ref_=sr_t_983,Karaoglan,7,,
https://www.imdb.com/title/tt0493472/?ref_=sr_t_984,Bay Kamber,11,,
https://www.imdb.com/title/tt1652217/?ref_=sr_t_985,Hakkini Helal Et,,,
https://www.imdb.com/title/tt1268700/?ref_=sr_t_986,Mert ile Gert,26,,
https://www.imdb.com/title/tt1835817/?ref_=sr_t_987,Türkan,26,,
https://www.imdb.com/title/tt0346253/?ref_=sr_t_988,Dünya Fraggle,,,
https://www.imdb.com/title/tt0446872/?ref_=sr_t_989,Sih Senem,2,,
https://www.imdb.com/title/tt0426789/?ref_=sr_t_990,Sicak Saatler,4,4,
https://www.imdb.com/title/tt10544190/?ref_=sr_t_991,Efsane Aile,12,,
https://www.imdb.com/title/tt1171102/?ref_=sr_t_992,Sessiz Firtina,16,,
https://www.imdb.com/title/tt1210404/?ref_=sr_t_993,Pars: Narkoterör,23,,
https://www.imdb.com/title/tt8537976/?ref_=sr_t_994,Güldüy Güldüy Show Çocuk,12,12,
https://www.imdb.com/title/tt3180900/?ref_=sr_t_995,Çakil Taslari,,,
https://www.imdb.com/title/tt11039324/?ref_=sr_t_996,Incir Agaci,71,,
https://www.imdb.com/title/tt1282263/?ref_=sr_t_997,Baba Ocagi,52,,
https://www.imdb.com/title/tt24060082/?ref_=sr_t_998,Kapimdaki Dedektif,2,2,
https://www.imdb.com/title/tt6387098/?ref_=sr_t_999,Son Destan,5,,
https://www.imdb.com/title/tt24243760/?ref_=sr_t_1000,Kasaba,1,,
﻿https://www.imdb.com/title/tt0299348/?ref_=sr_t_1001,Mahallenin Muhtarlari,1,1,
https://www.imdb.com/title/tt3786720/?ref_=sr_t_1002,Ortabereket,,,
https://www.imdb.com/title/tt0465116/?ref_=sr_t_1003,Davetsiz Misafir,21,,
https://www.imdb.com/title/tt0426671/?ref_=sr_t_1004,Dayi,4,,
https://www.imdb.com/title/tt2013383/?ref_=sr_t_1005,Derya & Deniz,59,,
https://www.imdb.com/title/tt0426829/?ref_=sr_t_1006,Zalim,3,,
https://www.imdb.com/title/tt10496702/?ref_=sr_t_1007,Uykusuzlar Kulübü,92,92,
https://www.imdb.com/title/tt9098706/?ref_=sr_t_1008,Mesut Süre ile Iliski Testi,18,,
https://www.imdb.com/title/tt2435990/?ref_=sr_t_1009,Canim Babam,11,,
https://www.imdb.com/title/tt12695420/?ref_=sr_t_1010,Kolej Rüyasi,1,,
https://www.imdb.com/title/tt0455294/?ref_=sr_t_1011,Yanik koza,107,,
https://www.imdb.com/title/tt8416372/?ref_=sr_t_1012,Bu Kizin Öyküsü,9,,
https://www.imdb.com/title/tt3588536/?ref_=sr_t_1013,Gurbette Ask,9,,
https://www.imdb.com/title/tt1282269/?ref_=sr_t_1014,Doludizgin Yillar,13,,
https://www.imdb.com/title/tt2385705/?ref_=sr_t_1015,Nameless,5,,
https://www.imdb.com/title/tt0462151/?ref_=sr_t_1016,Zehirli Çiçek,,,
https://www.imdb.com/title/tt6010418/?ref_=sr_t_1017,Ben Bilmem Esim Bilir,,,
https://www.imdb.com/title/tt4716762/?ref_=sr_t_1018,Babalar ve Evlatlar,4,,
https://www.imdb.com/title/tt4611650/?ref_=sr_t_1019,Gülsen Abi,,,
https://www.imdb.com/title/tt8050824/?ref_=sr_t_1020,Yol Ayrimi,28,,
https://www.imdb.com/title/tt22080106/?ref_=sr_t_1021,Kayip Prenses,1,,
https://www.imdb.com/title/tt13745588/?ref_=sr_t_1022,Özcan Show,10,,
https://www.imdb.com/title/tt3969212/?ref_=sr_t_1023,Doksanlar,44,44,
https://www.imdb.com/title/tt15077834/?ref_=sr_t_1024,Çarli,1,,
https://www.imdb.com/title/tt2336022/?ref_=sr_t_1025,Yamak Ahmet,10,,
https://www.imdb.com/title/tt4177558/?ref_=sr_t_1026,Cuma'ya Kalsa,12,12,
https://www.imdb.com/title/tt0449140/?ref_=sr_t_1027,Lahmacun ve Pizza,,,
https://www.imdb.com/title/tt1763566/?ref_=sr_t_1028,Güneydogu'dan Öyküler - Önce Vatan,1,,
https://www.imdb.com/title/tt12718188/?ref_=sr_t_1029,Memento Mori,5,,
https://www.imdb.com/title/tt23108508/?ref_=sr_t_1030,Eyvah Ramazan Bey,10,,
https://www.imdb.com/title/tt10422508/?ref_=sr_t_1031,Benimle Söyle,26,26,
https://www.imdb.com/title/tt0465118/?ref_=sr_t_1032,Dolunay,1,,
https://www.imdb.com/title/tt4548780/?ref_=sr_t_1033,Ramazan Güzeldir,1,,
https://www.imdb.com/title/tt9354370/?ref_=sr_t_1034,Benzemez Kimse Sana,26,,
https://www.imdb.com/title/tt0484514/?ref_=sr_t_1035,Firat,,,
https://www.imdb.com/title/tt1242726/?ref_=sr_t_1036,Yol Arkadasim,41,,
https://www.imdb.com/title/tt0438689/?ref_=sr_t_1037,Asli ile Kerem,,,
https://www.imdb.com/title/tt0428188/?ref_=sr_t_1038,Yadigar,4,,
https://www.imdb.com/title/tt28780239/?ref_=sr_t_1039,Zirve,8,,
https://www.imdb.com/title/tt8292606/?ref_=sr_t_1040,Yaban Gülü,15,,
https://www.imdb.com/title/tt8501976/?ref_=sr_t_1041,Survivor 2017 Turkey,2,2,
https://www.imdb.com/title/tt5013240/?ref_=sr_t_1042,Komiser Nevzat,1,,
https://www.imdb.com/title/tt9089696/?ref_=sr_t_1043,Survivor Türkiye,,,
https://www.imdb.com/title/tt1092198/?ref_=sr_t_1044,ÇÖT (Çok Özel Tim),4,,
https://www.imdb.com/title/tt0221786/?ref_=sr_t_1045,Zilyoner,59,,
https://www.imdb.com/title/tt0456768/?ref_=sr_t_1046,"Dedem, Gofret ve Ben",,,
https://www.imdb.com/title/tt8185388/?ref_=sr_t_1047,Kelime Oyunu,,,
https://www.imdb.com/title/tt8716554/?ref_=sr_t_1048,Hayrettin,,,
https://www.imdb.com/title/tt0862616/?ref_=sr_t_1049,Sagir Oda,34,,
https://www.imdb.com/title/tt4074140/?ref_=sr_t_1050,Susam Sokagi,1,,
https://www.imdb.com/title/tt13730206/?ref_=sr_t_1051,Survivor Seçmeler,1,,
https://www.imdb.com/title/tt3447444/?ref_=sr_t_1052,Askin Bedeli,416,,
https://www.imdb.com/title/tt1708441/?ref_=sr_t_1053,Dürüye'nin Gügümleri,3,,
https://www.imdb.com/title/tt0111986/?ref_=sr_t_1054,Gölge Çiçegi,1,,
https://www.imdb.com/title/tt0868097/?ref_=sr_t_1055,Eyvah Kizim Büyüdü,34,,
https://www.imdb.com/title/tt23016854/?ref_=sr_t_1056,Meta Ask,8,,
https://www.imdb.com/title/tt21261230/?ref_=sr_t_1057,Yeseren Düsler,,,
https://www.imdb.com/title/tt0276670/?ref_=sr_t_1058,Hayat Baglari,,,
https://www.imdb.com/title/tt22876270/?ref_=sr_t_1059,Sakli Istanbul,6,,
https://www.imdb.com/title/tt0486686/?ref_=sr_t_1060,Nefes Nefese,9,,
https://www.imdb.com/title/tt10315304/?ref_=sr_t_1061,Baskül Ailesi,,,
https://www.imdb.com/title/tt0296306/?ref_=sr_t_1062,Baba Evi,,,
https://www.imdb.com/title/tt0983986/?ref_=sr_t_1063,Tutsak,,,
https://www.imdb.com/title/tt11632364/?ref_=sr_t_1064,Dogadaki Insan,279,,
https://www.imdb.com/title/tt8495952/?ref_=sr_t_1065,Aksam Günesi,,,
https://www.imdb.com/title/tt27827768/?ref_=sr_t_1066,Terapi,,,
https://www.imdb.com/title/tt3124098/?ref_=sr_t_1067,Güzel Çirkin,13,,
https://www.imdb.com/title/tt9180156/?ref_=sr_t_1068,32. Gün,3,3,
https://www.imdb.com/title/tt13680536/?ref_=sr_t_1069,Zeynep Bastik ve Konuklari,10,10,
https://www.imdb.com/title/tt15815954/?ref_=sr_t_1070,Karsu'nun Odasi,8,,
https://www.imdb.com/title/tt2679950/?ref_=sr_t_1071,Bizim Yenge,18,,
https://www.imdb.com/title/tt6992276/?ref_=sr_t_1072,Son Darbe: 28 Subat,11,,
https://www.imdb.com/title/tt2735490/?ref_=sr_t_1073,Cesaretin Var mi Aska,8,,
https://www.imdb.com/title/tt0353099/?ref_=sr_t_1074,Saygilar Bizden,13,,
https://www.imdb.com/title/tt9356310/?ref_=sr_t_1075,Ilk Bulusma,52,,
https://www.imdb.com/title/tt13249314/?ref_=sr_t_1076,House Hunters Turkey,8,,
https://www.imdb.com/title/tt1580417/?ref_=sr_t_1077,Makber,6,,
https://www.imdb.com/title/tt0276674/?ref_=sr_t_1078,Küçük Besleme,175,,
https://www.imdb.com/title/tt11437496/?ref_=sr_t_1079,The Cruise,8,,
https://www.imdb.com/title/tt0863350/?ref_=sr_t_1080,Çocugun Var Derdin Var,66,,
https://www.imdb.com/title/tt8020728/?ref_=sr_t_1081,Insanlar Alemi,17,,
https://www.imdb.com/title/tt14661556/?ref_=sr_t_1082,Zeynep,29,,
https://www.imdb.com/title/tt0448315/?ref_=sr_t_1083,Çekirdek Aile,16,,
https://www.imdb.com/title/tt20492124/?ref_=sr_t_1084,Beyaz Futbol/Derin Futbol,,,
https://www.imdb.com/title/tt16908996/?ref_=sr_t_1085,Her Sey Yolunda,,,
https://www.imdb.com/title/tt0456815/?ref_=sr_t_1086,Çifte Bela,,,
https://www.imdb.com/title/tt22801066/?ref_=sr_t_1087,Üvey Baba,,,
https://www.imdb.com/title/tt1147817/?ref_=sr_t_1088,Ask Yeniden,,,
https://www.imdb.com/title/tt7339418/?ref_=sr_t_1089,Fikralarla Türkiye,,,
https://www.imdb.com/title/tt14525574/?ref_=sr_t_1090,Ates Dansi,26,,
https://www.imdb.com/title/tt13751478/?ref_=sr_t_1091,Survivor Exxen Cup,7,,
https://www.imdb.com/title/tt5602338/?ref_=sr_t_1092,Ece,26,,
https://www.imdb.com/title/tt0426636/?ref_=sr_t_1093,90-60-90,,,
https://www.imdb.com/title/tt14871830/?ref_=sr_t_1094,Filme Gitmeden Önce,18,,
https://www.imdb.com/title/tt13606352/?ref_=sr_t_1095,Sehirden Uzakta,19,,
https://www.imdb.com/title/tt14626096/?ref_=sr_t_1096,Iki Kere Kiki,44,,
https://www.imdb.com/title/tt3467392/?ref_=sr_t_1097,Babam Sinifta Kaldi,18,,
https://www.imdb.com/title/tt8302920/?ref_=sr_t_1098,Roman Havasi,,,
https://www.imdb.com/title/tt0421287/?ref_=sr_t_1099,Ask Olsun,,,
https://www.imdb.com/title/tt10137236/?ref_=sr_t_1100,Ters Köse,45,,
https://www.imdb.com/title/tt0446833/?ref_=sr_t_1101,Estagfurullah Yokusu,13,,
https://www.imdb.com/title/tt0426712/?ref_=sr_t_1102,Hirsiz,3,,
https://www.imdb.com/title/tt12844732/?ref_=sr_t_1103,Tövbeler Olsun,32,,
https://www.imdb.com/title/tt23049906/?ref_=sr_t_1104,Yatirim Tavsiyesi Degildir,4,,
https://www.imdb.com/title/tt8344194/?ref_=sr_t_1105,Cesm-i Bulbul,,,
https://www.imdb.com/title/tt4769046/?ref_=sr_t_1106,Hayat Dedigin,3,,
https://www.imdb.com/title/tt1960451/?ref_=sr_t_1107,Koca Kafalar Baba Haber Bulteni,,,
https://www.imdb.com/title/tt7164734/?ref_=sr_t_1108,Askin Kanunu,10,,
https://www.imdb.com/title/tt0467722/?ref_=sr_t_1109,Asla Unutma,,,
https://www.imdb.com/title/tt13853350/?ref_=sr_t_1110,40,103,,
https://www.imdb.com/title/tt19719550/?ref_=sr_t_1111,Ay Tutulmasi,,,
https://www.imdb.com/title/tt1450388/?ref_=sr_t_1112,Gönül Salincagi,,,
https://www.imdb.com/title/tt2672218/?ref_=sr_t_1113,Merhaba Hayat,13,,
https://www.imdb.com/title/tt4321004/?ref_=sr_t_1114,Bedel,20,,
https://www.imdb.com/title/tt1188667/?ref_=sr_t_1115,Çemberin Disinda,2,,
https://www.imdb.com/title/tt24180800/?ref_=sr_t_1116,Kentler Ve Gölgeler,73,,
https://www.imdb.com/title/tt13723198/?ref_=sr_t_1117,Sesli Güldüm,20,,
https://www.imdb.com/title/tt0959088/?ref_=sr_t_1118,Gecenin Öteki Yüzü,4,,
https://www.imdb.com/title/tt9641346/?ref_=sr_t_1119,Kalp Hirsizi,,,
https://www.imdb.com/title/tt0426652/?ref_=sr_t_1120,Biz Size Asik Olduk,,,
https://www.imdb.com/title/tt3794012/?ref_=sr_t_1121,Kamber Aga,,,
https://www.imdb.com/title/tt6079262/?ref_=sr_t_1122,Yalanci Romantik,,,
https://www.imdb.com/title/tt0448292/?ref_=sr_t_1123,Iki Arada,,,
https://www.imdb.com/title/tt0376372/?ref_=sr_t_1124,Ask ve Gurur,,,
https://www.imdb.com/title/tt6403712/?ref_=sr_t_1125,Türkü Filmi,,,
https://www.imdb.com/title/tt0446855/?ref_=sr_t_1126,Nisan Yagmuru,4,,
https://www.imdb.com/title/tt7230418/?ref_=sr_t_1127,Ögretmen Kemal,,,
https://www.imdb.com/title/tt8161812/?ref_=sr_t_1128,Hayati ve Digerleri,6,,
https://www.imdb.com/title/tt7621496/?ref_=sr_t_1129,Komsular,,,
https://www.imdb.com/title/tt5524310/?ref_=sr_t_1130,Duvardaki Kan,10,,
https://www.imdb.com/title/tt8390060/?ref_=sr_t_1131,Her Sey Yolunda Merkez,1,,
https://www.imdb.com/title/tt5905194/?ref_=sr_t_1132,Müdür Ne'aptin?,13,,
https://www.imdb.com/title/tt1284191/?ref_=sr_t_1133,Derdest,10,,
https://www.imdb.com/title/tt0462075/?ref_=sr_t_1134,Affet Bizi Hocam,,,
https://www.imdb.com/title/tt6396758/?ref_=sr_t_1135,Yarali Yürek,,,
https://www.imdb.com/title/tt4165558/?ref_=sr_t_1136,Yazlikçilar,40,,
https://www.imdb.com/title/tt3809350/?ref_=sr_t_1137,Siki Dostlar,1,,
https://www.imdb.com/title/tt0431254/?ref_=sr_t_1138,Mars Kapidan Baktirir,,,
https://www.imdb.com/title/tt3141702/?ref_=sr_t_1139,Kötü Yol,13,,
https://www.imdb.com/title/tt16428732/?ref_=sr_t_1140,Sinir,,,
https://www.imdb.com/title/tt0426681/?ref_=sr_t_1141,Evli ve Çocuklu,8,,
https://www.imdb.com/title/tt15342150/?ref_=sr_t_1142,Aileler Yarisiyor,4,4,
https://www.imdb.com/title/tt10348896/?ref_=sr_t_1143,Bana Babami Anlat,,,
https://www.imdb.com/title/tt0112184/?ref_=sr_t_1144,Süper Yildiz,,,
https://www.imdb.com/title/tt10315298/?ref_=sr_t_1145,Sahane Pazar,,,
https://www.imdb.com/title/tt13196438/?ref_=sr_t_1146,Crossover Talks,,,
https://www.imdb.com/title/tt1081904/?ref_=sr_t_1147,Zeliha'nin Gözleri,8,,
https://www.imdb.com/title/tt0395046/?ref_=sr_t_1148,Biri Bizi Gözetliyor,,,
https://www.imdb.com/title/tt4778908/?ref_=sr_t_1149,Kizma Kazan,14,,
https://www.imdb.com/title/tt10376348/?ref_=sr_t_1150,Dengi Dengine,5,,
https://www.imdb.com/title/tt2674000/?ref_=sr_t_1151,Bizim Okul,7,,
https://www.imdb.com/title/tt17040736/?ref_=sr_t_1152,Yalnizim Mesut Bey,22,,
https://www.imdb.com/title/tt13141586/?ref_=sr_t_1153,Kanit: Ates Üstünde,8,,
https://www.imdb.com/title/tt17543878/?ref_=sr_t_1154,Arkadas Canlisi,12,,
https://www.imdb.com/title/tt0885542/?ref_=sr_t_1155,Ahh Istanbul,,,
https://www.imdb.com/title/tt10716280/?ref_=sr_t_1156,4. Osman,,,
https://www.imdb.com/title/tt14622622/?ref_=sr_t_1157,Ayrilik: Askta ve Savasta Filistin,,,
https://www.imdb.com/title/tt27709887/?ref_=sr_t_1158,Aglatan Dans,6,,
https://www.imdb.com/title/tt9588302/?ref_=sr_t_1159,Dünya Tarihinin Dönüm Noktalari,22,,
https://www.imdb.com/title/tt25812236/?ref_=sr_t_1160,Ünlü Var Mi?,4,,
https://www.imdb.com/title/tt0426723/?ref_=sr_t_1161,Iz Pesinde,29,,
https://www.imdb.com/title/tt22869654/?ref_=sr_t_1162,Katakulli 3: Tuzak,1,,
https://www.imdb.com/title/tt13943924/?ref_=sr_t_1163,Yildiz Masali,1,,
https://www.imdb.com/title/tt19246572/?ref_=sr_t_1164,Siyaha Bulasan Kadinlar,,,
https://www.imdb.com/title/tt9092992/?ref_=sr_t_1165,Kadim Dostum,9,,
https://www.imdb.com/title/tt0424642/?ref_=sr_t_1166,Gece Yürüyüsü,,,
https://www.imdb.com/title/tt7621414/?ref_=sr_t_1167,Pasa Baba Konagi,,,
https://www.imdb.com/title/tt1698988/?ref_=sr_t_1168,Mükemmel Çift,8,,
https://www.imdb.com/title/tt3673316/?ref_=sr_t_1169,Niloya,80,,
https://www.imdb.com/title/tt0929693/?ref_=sr_t_1170,Maçolar,,,
https://www.imdb.com/title/tt9246384/?ref_=sr_t_1171,Kuruntu Ailesi,,,
https://www.imdb.com/title/tt27747195/?ref_=sr_t_1172,UniversDeli,10,,
https://www.imdb.com/title/tt5291868/?ref_=sr_t_1173,Aydamaya,,,
https://www.imdb.com/title/tt29540777/?ref_=sr_t_1174,Benim Zürafam Uçabilir,19,,
https://www.imdb.com/title/tt5887956/?ref_=sr_t_1175,Aninda Görüntü Show,1,,
https://www.imdb.com/title/tt11537922/?ref_=sr_t_1176,Kuaförüm Sensin,1,1,
https://www.imdb.com/title/tt1322609/?ref_=sr_t_1177,Gece Sesleri,26,,
https://www.imdb.com/title/tt0441061/?ref_=sr_t_1178,Köpek,1,,
https://www.imdb.com/title/tt5713824/?ref_=sr_t_1179,Gönül Sultanlari,59,,
https://www.imdb.com/title/tt7792826/?ref_=sr_t_1180,Boynu Bükükler,7,,
https://www.imdb.com/title/tt30690005/?ref_=sr_t_1181,Rüzgarli Tepe,1,,
https://www.imdb.com/title/tt11786388/?ref_=sr_t_1182,Pqueen,751,,
https://www.imdb.com/title/tt1364153/?ref_=sr_t_1183,Yagmurdan Sonra,,,
https://www.imdb.com/title/tt1547037/?ref_=sr_t_1184,Kasaba,1,,
https://www.imdb.com/title/tt12683304/?ref_=sr_t_1185,Sen Ne Diyon?,77,,
https://www.imdb.com/title/tt5373564/?ref_=sr_t_1186,Kezban Yenge,6,,
https://www.imdb.com/title/tt0446852/?ref_=sr_t_1187,Mihriban,,,
https://www.imdb.com/title/tt0281457/?ref_=sr_t_1188,Karakolda Ayna Var,,,
https://www.imdb.com/title/tt0426648/?ref_=sr_t_1189,Bayanlar Baylar,13,,
https://www.imdb.com/title/tt14639548/?ref_=sr_t_1190,Seyyar,10,,
https://www.imdb.com/title/tt11767890/?ref_=sr_t_1191,Gece Gündüz,3,,
https://www.imdb.com/title/tt12847826/?ref_=sr_t_1192,Zade,34,,
https://www.imdb.com/title/tt13685582/?ref_=sr_t_1193,Enis Arikan,26,26,
https://www.imdb.com/title/tt11282156/?ref_=sr_t_1194,Gecenin Siyahi,3,,
https://www.imdb.com/title/tt0996565/?ref_=sr_t_1195,Ayrilik,,,
https://www.imdb.com/title/tt8131212/?ref_=sr_t_1196,Para Bende,,,
https://www.imdb.com/title/tt8292398/?ref_=sr_t_1197,Kocaman Ailem,8,,
https://www.imdb.com/title/tt13704300/?ref_=sr_t_1198,O Adam Oldun Mu?,10,,
https://www.imdb.com/title/tt3119052/?ref_=sr_t_1199,Kendi Okulumuza Dogru,17,,
https://www.imdb.com/title/tt3380892/?ref_=sr_t_1200,Uzayli Zekiye,2,,
https://www.imdb.com/title/tt0454324/?ref_=sr_t_1201,Askin Daglarda Gezer,1,,
https://www.imdb.com/title/tt3785156/?ref_=sr_t_1202,Saksidaki Agaç,,,
https://www.imdb.com/title/tt0446867/?ref_=sr_t_1203,Sarkilar Seni Söyler,3,,
https://www.imdb.com/title/tt17323812/?ref_=sr_t_1204,Bir Ömür Yetmez,,,
https://www.imdb.com/title/tt10588894/?ref_=sr_t_1205,Ve Kazanan,,,
https://www.imdb.com/title/tt1151166/?ref_=sr_t_1206,Senden Baska,19,,
https://www.imdb.com/title/tt13045840/?ref_=sr_t_1207,H1vezZz,355,,
https://www.imdb.com/title/tt14892130/?ref_=sr_t_1208,Sensiz Yasayamam,,,
https://www.imdb.com/title/tt6233636/?ref_=sr_t_1209,Kendi Düsen Aglamaz,,,
https://www.imdb.com/title/tt0446820/?ref_=sr_t_1210,Büyümüs de Küçülmüs,,,
https://www.imdb.com/title/tt13760850/?ref_=sr_t_1211,Özelden Yürüyenler,26,,
https://www.imdb.com/title/tt18273934/?ref_=sr_t_1212,Türkan Hanim'in Konagi,26,,
https://www.imdb.com/title/tt12833978/?ref_=sr_t_1213,Elin Oglu,,,
https://www.imdb.com/title/tt18816456/?ref_=sr_t_1214,Konteynir Brothers: Hurdalik,26,,
https://www.imdb.com/title/tt15255596/?ref_=sr_t_1215,Dur Yolcu,13,,
https://www.imdb.com/title/tt1463142/?ref_=sr_t_1216,Besibiryerde,,,
https://www.imdb.com/title/tt1372994/?ref_=sr_t_1217,Memur Muzaffer,7,,
https://www.imdb.com/title/tt2048944/?ref_=sr_t_1218,Acemi Müezzin,4,,
https://www.imdb.com/title/tt0446874/?ref_=sr_t_1219,Sular Durulmuyor,,,
https://www.imdb.com/title/tt1162523/?ref_=sr_t_1220,Fesupanallah,8,,
https://www.imdb.com/title/tt10527742/?ref_=sr_t_1221,3'te 3 Bir Zamanlar,13,,
https://www.imdb.com/title/tt9063188/?ref_=sr_t_1222,Televizyon Makinasi,,,
https://www.imdb.com/title/tt2017069/?ref_=sr_t_1223,Aile Reisi,18,,
https://www.imdb.com/title/tt2347217/?ref_=sr_t_1224,Yeraltinda Dünya Var,,,
https://www.imdb.com/title/tt24244126/?ref_=sr_t_1225,Bir Resim Bir Hikaye,117,,
https://www.imdb.com/title/tt7130996/?ref_=sr_t_1226,Köstebekgiller,1,,
https://www.imdb.com/title/tt28602742/?ref_=sr_t_1227,Hicran Yarasi,,,
https://www.imdb.com/title/tt9063172/?ref_=sr_t_1228,Medya Krali,55,,
https://www.imdb.com/title/tt4531322/?ref_=sr_t_1229,Yabanci: Hayati Kesfet,13,,
https://www.imdb.com/title/tt14842088/?ref_=sr_t_1230,Sokopop Portreler: Megastar Tarkan,4,,
https://www.imdb.com/title/tt6580322/?ref_=sr_t_1231,Korsan TV,,,
https://www.imdb.com/title/tt8984178/?ref_=sr_t_1232,Keske Hiç Büyümeseydik,4,,
https://www.imdb.com/title/tt11667660/?ref_=sr_t_1233,Saskin Bakkal 216,4,,
https://www.imdb.com/title/tt28078513/?ref_=sr_t_1234,Tadina Doyulmaz Sohbetler,6,,
https://www.imdb.com/title/tt8090630/?ref_=sr_t_1235,Deli Sarayli,,,
https://www.imdb.com/title/tt1188570/?ref_=sr_t_1236,Fedai,6,,
https://www.imdb.com/title/tt14898774/?ref_=sr_t_1237,Limit,,,
https://www.imdb.com/title/tt0449136/?ref_=sr_t_1238,Kumsaldaki Izler,,,
https://www.imdb.com/title/tt2135458/?ref_=sr_t_1239,Kesanli Ali Destani,20,,
https://www.imdb.com/title/tt7492042/?ref_=sr_t_1240,Halil Ibrahim Sofrasi,1,,
https://www.imdb.com/title/tt8264358/?ref_=sr_t_1241,Gelinim Mutfakta,224,224,
https://www.imdb.com/title/tt21376364/?ref_=sr_t_1242,Yönetmen Sinemasi,6,,
https://www.imdb.com/title/tt15281714/?ref_=sr_t_1243,Hanedan,,,
https://www.imdb.com/title/tt10315490/?ref_=sr_t_1244,Seffaf Oda,1,1,
https://www.imdb.com/title/tt14677506/?ref_=sr_t_1245,Kalp Agrisi,,,
https://www.imdb.com/title/tt0446865/?ref_=sr_t_1246,Saklambaç,,,
https://www.imdb.com/title/tt13407146/?ref_=sr_t_1247,Oks Anneleri,,,
https://www.imdb.com/title/tt20191936/?ref_=sr_t_1248,Bir Tugan,1,,
https://www.imdb.com/title/tt13696920/?ref_=sr_t_1249,Katarsis,21,21,
https://www.imdb.com/title/tt0118351/?ref_=sr_t_1250,Intizar,13,,
https://www.imdb.com/title/tt3808928/?ref_=sr_t_1251,Kara Günes,,,
https://www.imdb.com/title/tt14715528/?ref_=sr_t_1252,Kolej,,,
https://www.imdb.com/title/tt3808680/?ref_=sr_t_1253,Bebek Isi,,,
https://www.imdb.com/title/tt0452734/?ref_=sr_t_1254,Zaga,4,4,
https://www.imdb.com/title/tt0981234/?ref_=sr_t_1255,Affedilmeyen,3,,
https://www.imdb.com/title/tt0184078/?ref_=sr_t_1256,Zirvedekiler,,,
https://www.imdb.com/title/tt8100326/?ref_=sr_t_1257,Ütopya Türkiye,,,
https://www.imdb.com/title/tt13691634/?ref_=sr_t_1258,MasterChef Junior,14,,
https://www.imdb.com/title/tt3340998/?ref_=sr_t_1259,Herseye Ragmen,9,,
https://www.imdb.com/title/tt14797404/?ref_=sr_t_1260,Reis,9,,
https://www.imdb.com/title/tt12100754/?ref_=sr_t_1261,Ev Yapimi,6,,
https://www.imdb.com/title/tt5887804/?ref_=sr_t_1262,Varsayalim Ismail,,,
https://www.imdb.com/title/tt0421393/?ref_=sr_t_1263,Marziye,,,
