,Unnamed: 0,Name,Years,Age,Duration,Rating,VoteCount,Summary,Review_Count,Seasons,Star1,Star2,Star3,EpisodeCount,baslangic,isFinal,Sınıf,EpsPerSeason,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Game-Show,History,Music,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,others,HasLove,HasFamily,HasIstanbul,Basrol_Class1,Basrol_Class2,Basrol_Class3,Basrol_Class4
54,55,Ya Çok Seversen,2023,7.0,83.0,6.8,3200.0,"Ates was sent to boarding school after his mother's death and never returned home. He trusts no one. Leyla, on the other hand, has never known her family and earns money by cheating. What will happen when they cross paths?",22.5,2.0,Ozan Güven,Serenay Sarikaya,Mehmet Günsür,22.0,2023,0,2,11.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
55,56,Mucize Doktor,2019–2021,7.0,120.0,7.1,3400.0,"A distinguished surgical unit turns upside down when a strange new resident joins the team. Ali has Savant syndrome, making it hard for him to communicate with other people, even though he is a phenomenal doctor.",22.5,2.0,Ebru Sahin,Edip Tepeli,Selim Bayraktar,28.0,2019,1,2,14.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,57,Kübra,2024– ,7.0,83.0,5.4,81000.0,"Follows Gökhan Ahinolu, whose connection with his girlfriend is strained after he gets a message from a user named Kübra. Everything will alter due to this communication, and something unexpected will happen.",4.0,2.0,Nilperi Sahinkaya,Kerem Bürsin,Uraz Kaygilaroglu,44.0,2024,0,2,22.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,58,Atiye,2019–2021,7.0,40.0,7.0,24000.0,A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.,22.5,3.0,Kerem Bürsin,Hafsanur Sancaktutan,Hatice Aslan,13.0,2019,1,3,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
58,59,Son Yaz,2021,7.0,120.0,8.0,3600.0,"Idealist Public Prosecutor Selim receives an offer he cannot refuse from organized crime leader Selcuk Taskin, whom he sent to prison. Selcuk will testify in the prosecutor's case, but in return, he asks the prosecutor to protect his son.",22.5,2.0,Taner Ölmez,Onur Tuna,Sinem Ünsal,64.0,2021,0,2,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
59,60,Yakamoz S-245,2022,7.0,45.0,6.2,8200.0,"After disaster strikes Earth, a marine biologist on a submarine research mission must fight to survive with the crew as a conspiracy comes to light.",22.5,2.0,Çagatay Ulusoy,Ahsen Eroglu,Aslihan Malbora,1.0,2022,0,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,61,Kuzgun,2019,7.0,120.0,7.9,3800.0,"Kuzgun's family life changes completely as a result of the caliper held against his father, who is a police. Kuzgun will fall into a bondage, pain, anger, and struggle that will last 20 years.",22.5,2.0,Beren Saat,Mehmet Günsür,Melisa Senolsun,24.0,2019,0,2,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
61,62,Ask Mantik Intikam,2021–2022,7.0,120.0,6.7,2500.0,"A couple gets divorced after several years of marriage. After that, the man suddenly gets rich, and life changes again when his ex-wife starts working with him.",22.5,2.0,Alperen Duymaz,Ali Atay,Hafsanur Sancaktutan,26.0,2021,1,2,13.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
62,63,Dogu,2021– ,7.0,30.0,7.3,3900.0,"Dogu is a young man who is not successful in anything. The dream of Dogu, which is not supported by anyone, is to be a comedian. He strives to make his dream come true.",11.0,2.0,Kivanç Tatlitug,Jerry Hoffmann,Ecem Uzun,7.0,2021,0,2,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
63,64,Alparslan: Büyük Selçuklu,2021–2023,7.0,120.0,7.7,2300.0,"The TRT production is a prequel story of Awakening: the Great Seljuk. It depicts the life and triumphs of Sultan Alparslan, the second sultan of the Seljuk dynasty, whose victories expanded the empire in the 11th century.",22.5,2.0,Baris Arduç,Burcu Biricik,Hatice Aslan,21.0,2021,1,2,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64,65,Kardeslerim,2021– ,7.0,120.0,6.0,1900.0,4 siblings have to struggle with life after their parents' death.,22.5,4.0,Burcu Özberk,Ilhan Sen,Mehmet Korhan Firat,50.0,2021,0,3,12.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65,66,Muhtesem Ikili,2018–2019,7.0,120.0,6.7,3500.0,"Muhtesem Ikili is an adaption of the famous American movie, Tango and Cash. A story of two police officer Mert Barca and Mustafa Kerim Can / MKC. Barca and MKC, are forced to come together for a drug operation.",22.5,2.0,Dogu Demirkol,Evliya Aykan,Banu Fotocan,16.0,2018,1,2,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,67,Seref Meselesi,2014–2015,7.0,83.0,7.2,3700.0,Follow the Kilic brothers as they take different paths in life after moving from the tiny Ayvalik to the vibrant Istanbul.,18.0,2.0,Baris Arduç,Aysegül Ünsal,Kutay Sungar,61.0,2014,1,2,30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
67,68,Bir Derdim Var,2023,7.0,83.0,7.3,178000.0,"Dr. Nilüfer is constantly pursuing a secret that could jeopardize her work, which will lead to a major conflict with the inflexible prosecutor Ömer (Mert Firat).",4.0,2.0,Celil Nalçakan,Fadik Sevin Atasoy,Simge Selçuk,101.0,2023,0,2,45.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68,69,Günesin Kizlari,2015–2016,7.0,120.0,5.9,3300.0,Gunes is a 35 years old woman and a literature teacher whose husband left her with no reason. So she decides to get married in order to afford a good future for her three daughters.,22.5,2.0,Ibrahim Celikkol,Kerem Bürsin,Özge Gürel,12.0,2015,1,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
69,70,Çarpisma,2018–2019,7.0,120.0,7.5,4800.0,It is about life that intersects with the collision of four cars.,22.5,2.0,Kerem Bürsin,Sükrü Özyildiz,Sükran Ovali,26.0,2018,1,2,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,71,Sila,2006–2008,7.0,83.0,5.3,1600.0,A young woman's forced marriage to the agha of a tribe in Southeastern Turkey leads to tragedy and social change.,7.0,3.0,Birce Akalay,Mert Firat,Engin Hepileri,6.0,2006,1,3,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
71,72,Kadin,2017–2020,7.0,120.0,6.8,1600.0,"Bahar, a loving mother who struggles to maintain a life with her two children, must deal with life's challenges and uncover the hidden truths of the past.",22.5,3.0,Emre Kinay,Evrim Alasya,Tolga Saritas,39.0,2017,1,3,13.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
72,73,Sadakatsiz,2020–2022,7.0,120.0,6.5,2400.0,"Asya is a successful doctor who has the perfect life with her husband and son. But after she finds a blonde hair on her husband's scarf, she discovers his extramarital affair and everything changes.",20.0,2.0,Kivanç Tatlitug,Elçin Sangu,Alperen Duymaz,24.0,2020,1,2,12.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
73,74,Gülcemal,2023,7.0,83.0,7.2,1300.0,Abandoned by his mother as a boy. A man years later vows to get revenge on the mom and her new family all while unknowingly falling in love with her adopted daughter.,22.5,2.0,Mehmet Akif Alakurt,Cansu Dere,Menderes Samancilar,94.0,2023,0,2,45.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
74,75,Ask Laftan Anlamaz,2016–2017,7.0,68.0,7.4,9400.0,Hayat is a country girl with strict parents. She is in a love hate relationship with her boss Murat. Hayat is full of secrets that can ruin her career and relationship.,22.5,2.0,Özge Özpirinçci,Seray Kaya,Kubra Suzgun,81.0,2016,1,2,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
75,76,Duy Beni,2022,7.0,83.0,6.6,2400.0,"Disadvantaged students earn scholarships to matriculate at a privileged kids' high school to investigate an accident that left their best friend paralyzed. They confront prejudice and intrigue, unsure of who is friend, foe, or culprit.",22.5,2.0,Cansu Dere,Caner Cindoruk,Melis Sezen,60.0,2022,0,2,30.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
76,77,Bu Sehir Arkandan Gelecek,2017,7.0,83.0,6.6,3600.0,"Rauf, who is working as a cook on cargo ships, adopts and raises Ali who witnessed his mother's death when he was 5 years old. They work on ships for 24 years together. Rauf was both mother and father to Ali and has devoted his life to Ali to help him forget the trauma he had endured. With the support of Rauf, whom he calls ""Mother"", Ali gets maritime training.",15.0,2.0,Murat Ünalmis,Melis Sezen,Edip Tepeli,13.0,2017,0,2,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
77,78,Poyraz Karayel,2015–2017,7.0,120.0,8.2,10000.0,"A defamed ex-cop, who is struggling to get back his son, is put on undercover duty within the biggest mafia in Istanbul.",21.0,3.0,Hande Erçel,Burak Deniz,Özcan Tekdemir,31.0,2015,1,3,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
78,79,Hekimoglu,2019–2021,7.0,120.0,7.1,1700.0,An antisocial maverick doctor who specializes in diagnostic medicine does whatever it takes to solve puzzling cases that come his way using his crack team of doctors and his wits.,15.0,2.0,Rabia Soyturk,Caner Topcu,Sümeyye Aydogan,20.0,2019,1,2,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,80,Marasli,2021,7.0,120.0,7.7,3600.0,"Marasli (BurakDeniz) is a retired soldier turned bookstore owner. For Marasli, life changed drastically after his daughter is shot. One day, the beautiful Mahur (AlinaBoz) enters Marasli's bookstore and on that same day, she involuntarily gets involved in an incident. Marasli saves Mahur's life and from that day onwards, their fates will be linked.",22.5,2.0,Kerem Bürsin,Gürkan Uygun,Leyla Lydia Tugutlu,20.0,2021,0,2,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80,81,Sahane Hayatim,2023– ,7.0,83.0,5.2,207000.0,"Full of intrigue, love, and emotion, Sebnem's unsettling life of being born with great injustices, working hard to overcome them, doing what was necessary to do so, and now trying to rid herself of her criminal past.",1.0,2.0,Burçin Terzioglu,Ilker Kaleli,Musa Uzunlar,82.0,2023,0,2,41.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
81,82,Bozkir,2018– ,7.0,50.0,8.0,3600.0,"In his profession, experienced captain Seyfi and rookie policeman Nuri Pamir face a child murder in the city. This murder leads them to the city's populated business man Abbas and his daughter Dilara.",10.0,2.0,David Shore,,,51.0,2018,0,2,26.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82,83,Ramo,2020–2021,7.0,83.0,7.0,2400.0,The series will focus on the conflict between the two families and a great love that will flourish between this struggle.,22.5,2.0,Ümit Acar,Erol Aksoy,Senay Aksoy,13.0,2020,1,2,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83,84,Kan Çiçekleri,2022– ,7.0,83.0,7.3,513749.99999999977,"Dilan and Baran are forced to marry to end a feud and save their brother, but their uncle wants to rekindle it. This conflict-filled relationship will bring strong winds between two hearts, but will it turn into a real marriage?",15.0,2.0,David Shore,,,51.0,2022,0,2,26.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,85,Rumi,2023,7.0,83.0,7.9,513749.99999999977,"In 13th century Anatolia, as the Mongol threat looms and internal turmoil rages, Rumi, a wise spiritual figure, emerges to assuage people's fears. His timeless words unite reason and compassion, inspiring change.",3.0,2.0,Ümit Acar,Erol Aksoy,Senay Aksoy,13.0,2023,0,2,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
85,86,Pera Palas'ta Gece Yarisi,2022– ,7.0,45.0,7.0,10000.0,"At a historic Istanbul hotel, a journalist is thrust into the past and must stop a plot that could change the fate of modern Turkey.",22.5,2.0,Burak Deniz,Alina Boz,Serhat Mustafa Kiliç,26.0,2022,0,2,13.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
86,87,Teskilat,2021– ,7.0,83.0,6.6,2200.0,National Intelligence Organization members are always ready to serve to destroy the enemies of Turkey.,22.5,4.0,Hilal Altinbilek,Onur Tuna,Yigit Özsener,7.0,2021,0,3,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87,88,Bir Baskadir,2020,7.0,50.0,8.5,29000.0,"A group of unique characters from dramatically different socio-cultural backgrounds meeting in startling circumstances in the vibrant and colorful city of Istanbul, - some by chance and some by force of will.",22.5,2.0,Yigit Özsener,Bülent Düzgünoglu,Ekin Koç,18.0,2020,0,2,9.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
88,89,Dolunay,2017,7.0,120.0,7.0,5000.0,"Ferit, a rich and powerful man who has lost all faith in love, unknowingly hires Nazli, a girl who is bright and full of life, as domestic help. Their lives get complicated as she helps him fight for the custody of his orphaned nephew.",22.5,2.0,Murat Yildirim,Esra Bilgiç,Sacide Tasaner,40.0,2017,0,2,20.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89,90,Altin Kafes,2023,7.0,83.0,5.1,78000.0,"The love story of Onur, the heir of the Beyoglu family, one of the richest people in the country, and the idealist Zeynep, who is a teacher at the family's school, for which they will pay a high price.",4.0,2.0,Baris Baktas,Yagmur Yuksel,Ekrem Aral Tuna,101.0,2023,0,2,45.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
90,91,Menajerimi Ara,2020–2021,7.0,120.0,7.2,2100.0,"At a talent agency in Istanbul, agents scramble to keep their star clients happy and their business afloat. The agents will juggle one situation to another in circumstances that blend their personal and professional lives.",22.5,2.0,Bülent Inal,Devrim Özkan,Kaan Yildirim,11.0,2020,1,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
91,92,Tatli Küçük Yalancilar,2015,7.0,120.0,6.0,513749.99999999977,Turkish remake of Pretty Little Liars.,3.0,2.0,Sam Anzel,Kelly McPherson,Emre Sahin,9.0,2015,0,2,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,93,Mezarlik,2022,7.0,105.0,7.8,2800.0,"""Graveyard"" is a dark basement, where a special unit works to solve unsolved murders of women. Commissioner Önem, will have to fight masculine prejudices that support male violence.",13.0,3.0,Serdar Yegin,Deniz Baysal,Ahmet Ugur Say,89.0,2022,0,3,30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,94,Ates Kuslari,2023– ,7.0,83.0,6.1,429000.0,"Most street children do not reach the age of twenty. It cannot be said that those who saw it have lived. Drugs, violence, sexual harassment, starvation - the fate of street children is jail or the grave.",5.0,2.0,Ayla Çetinkaya,Pepe,Özcan Özdemir,39.0,2023,0,2,20.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94,95,Zemheri,2020,7.0,83.0,7.1,2000.0,"Firuze and Ayaz. Two beautiful heart, two family carrying children overhead. Fate brought them together. Her father's unjust conviction in the elevator accident that killed thirteen people triggered Firuze. Carrying the responsibility of being the man of the house, Ayaz is faced with Firuze, which he sacrificed for his mother when he was about to marry another.",22.0,2.0,Serdar Yegin,Deniz Baysal,Ahmet Ugur Say,89.0,2020,0,2,44.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95,96,Kaçis,2022– ,7.0,45.0,6.1,3300.0,"War photographer Mehmet and a group of journalists visit an Ezidi village to conduct an investigation. The group, secretly crossing the border, falls into the hands of a radical terrorist organization as a result of a raid.",22.5,2.0,Ayla Çetinkaya,Pepe,Özcan Özdemir,39.0,2022,0,2,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,97,Fatmagül'ün Suçu Ne?,2010–2012,7.0,90.0,5.9,7400.0,"Fatmagul, a simple happy village girl, is violated by 4 drunk rich young men, the extreme hardship she faces forced to marry a rapist and the great remorse felt by others for their inaction when innocence was violated forms the story.",22.5,2.0,Öykü Karayel,Fatih Artman,Funda Eryigit,8.0,2010,1,2,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
97,98,Kraliçe,2023,7.0,83.0,5.2,329000.0,"Ates, one of the most famous basketball players in the country, and his wife Deniz are happily married. As Ates's name gets involved in a big scandal, their lives are turned upside down.",2.0,2.0,Özge Gürel,Can Yaman,Hakan Kurtas,26.0,2023,0,2,13.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
98,99,Saygi,2020– ,7.0,60.0,7.5,3800.0,"Saygi is spin off series of ""Behzat C"". The path of Ercüment, who seeks the solution of the corruption in the society by providing his own justice, will intersect with the two young people, who he believes act with the same purpose.",19.0,3.0,Mete Horozoglu,Serra Yilmaz,Hande Katipoglu,1.0,2020,0,3,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,100,Bir Ada Masali,2021,7.0,83.0,6.9,2600.0,"The paths of city businesswoman Haziran and Poyraz, a handsome and helpful young man, intersect on Swallow Island, and love arises from the disagreements of these two opposite characters.",22.5,2.0,Özge Gürel,Can Yaman,Hakan Kurtas,26.0,2021,0,2,13.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
100,101,Mahkum,2021–2022,7.0,83.0,7.5,1400.0,"Successful prosecutor Firat, who does not remember anything, is accused of murdering his wife and daughter. He has to escape from prison to reveal the truth.",11.0,2.0,Mete Horozoglu,Serra Yilmaz,Hande Katipoglu,1.0,2021,1,2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
101,102,Öyle Bir Geçer Zaman ki,2010–2013,7.0,120.0,7.0,5700.0,"Set in the 1960, the series follows the dramatic changes to the lives of the Akarsu family after the patriarch's extra marital affair.",11.0,3.0,Aytaç Sasmaz,Sifanur Gül,Ebru Cündübeyoglu,5.0,2010,1,3,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102,103,Aktris,2023– ,7.0,45.0,5.4,1900.0,"The story of Turkey's most famous actress, who lives a bright life during the day and transitions to a dark world at night.",16.0,3.0,Baris Falay,Canan Erguder,Fatih Artman,45.0,2023,0,3,15.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
103,104,Medcezir,2013–2015,7.0,100.0,7.1,9600.0,"Yaman,who lives in one of the Istanbul's suburbs,is arrested and put in jail along with his brother Kenan for his brother stole a car at a gas station.Yaman gets a chance for a brand new start when he meets a lawyer Selim who takes Yaman to his new home.",18.0,2.0,Burak Deniz,Sükrü Özyildiz,Büsra Develi,13.0,2013,1,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104,105,Var Bunlar,2022–2023,7.0,20.0,7.8,513749.99999999977,The fun adventures of two close friends who are dragged into the inextricable monotony of daily life.,2.0,2.0,Birce Akalay,Olgun Toker,Sehsuvar Aktas,4.0,2022,1,2,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
105,106,Avrupa Yakasi,2004–2009,7.0,60.0,8.6,21000.0,The life and times of the rather traditional Sutcuoglu family and their comedic struggles to adapt the high-profile contemporary life of Nisantasi.,5.0,4.5,Ilayda Alisan,Hande Soral,Burak Tozkoparan,37.0,2004,1,4,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
106,107,Bir Zamanlar Çukurova,2018–2022,7.0,83.0,5.3,1400.0,A young couple who dreams of marriage conceal their identity to escape from the darned. They will introduce themselves as sibling and work in the farm in Adana.,19.0,4.0,Ayça Aysin Turan,Alperen Duymaz,Caner Cindoruk,10.0,2018,1,3,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
107,108,Bizim Hikaye,2017–2019,7.0,120.0,6.5,3300.0,"Filiznha has been struggling to survive in one of the city's slums, she is the eldest daughter of the family and has been taking care of her five younger siblings since their mother left them and their father is addicted to alcohol.",22.5,2.0,Engin Akyürek,Irem Helvacioglu,Aziz Çapkurt,11.0,2017,1,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
108,109,Esaret,2022– ,7.0,83.0,6.8,513749.99999999977,"Orhun, the heir apparent of the Demirhanli family, will take their place on the screen with the vengeful love of Hira. Orhun, who punished the perpetrators, will now be guided by the fire of revenge in his heart.",22.5,2.0,Alper Rende,Gizay Güner,Betül Çakmak,8.0,2022,0,2,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
109,110,Kirli Sepeti,2023– ,7.0,83.0,5.8,245000.0,"The lives of Istanbul's richest and most powerful families. Their maids, who are exposed to the secrets, mysteries and crimes hidden behind the closed doors of these houses, often become a part of them.",2.0,2.0,Engin Akyürek,Irem Helvacioglu,Aziz Çapkurt,11.0,2023,0,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
110,111,Ömer,2023– ,7.0,83.0,5.8,513749.99999999977,Ömer's life is turned upside down when he falls in love with Gamze - a relationship that his conservative father would never approve of.,5.0,2.0,Alper Rende,Gizay Güner,Betül Çakmak,8.0,2023,0,2,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
111,112,Karagül,2013–2016,7.0,83.0,5.2,513749.99999999977,"After her husband's death, Ebru has to go to her husband's hometown due to financial problems. Will Ebru find out that she is living in a big lie about her son, whom she thought was dead?",5.0,4.0,Beren Saat,Engin Akyürek,Firat Çelik,80.0,2013,1,3,20.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
112,113,Ariza,2020–2021,7.0,120.0,6.3,1600.0,"Ali Riza is a taxi driver preparing to marry his sister Nihan off to his dear friend; Halide Gurkan attends Fuat Ersoylu's magnificent party given on the occasion of his father's birthday and during the party Fuat's son Burak proposes to Halide, who refuses, then leaves the party and gets into Ali Riza's taxi.",20.0,2.0,Ava DuVernay,,,11.0,2020,1,2,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
113,114,Alef,2020–2022,7.0,60.0,7.9,8600.0,Two detectives try to unravel the mystery of the murders that followed the discovery of a body in the Bosphorus.,22.5,2.0,Nejat Isler,Boran Kuzum,Miray Daner,17.0,2020,1,2,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
114,115,Magarsus,2023– ,7.0,83.0,7.8,1100.0,"It centers on the struggle of the Kurak family, which trades in citrus fruits in Saribahce, both with each other and with foreign powers that want dominance in the region.",3.0,2.0,Ayça Aysin Turan,Alp Navruz,Nihan Büyükagaç,25.0,2023,0,2,12.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
115,116,Sol Yanim,2020–2021,7.0,120.0,6.8,2200.0,"The drama series follows the story of a mother and her young daughter, Serra, as they try to get used to their new life in an ordinary neighborhood after falling from grace.",22.5,2.0,Onur Tuna,Ismail Hacioglu,Melike Ipek Yalova,31.0,2020,1,2,16.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
116,117,Cesur Ve Güzel,2016–2017,7.0,120.0,7.5,6600.0,"Cesur returns to his father's village with an elaborate plan to avenge the death of his father. The only thing he hadn't planned for is Suhan, the daughter of the man he believes is responsible for his father's murder.",22.5,3.0,Ayça Bingöl,Yildiz Çagri Atiksoy,Aras Bulut Iynemli,101.0,2016,1,3,40.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
117,118,Tozkoparan Iskender Gölge,2023– ,7.0,83.0,5.7,205000.0,Unknown,0.0,4.0,Pinar Deniz,Uraz Kaygilaroglu,Ahmet Rifat Sungar,8.0,2023,0,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
118,119,Kasaba Doktoru,2022–2023,7.0,83.0,7.0,359000.0,"The talented and promising Ömer, who decided to become a doctor after losing his father, and the legendary surgeon Hakan, who is dedicated to saving lives, cross paths in a town hospital far from the city.",4.0,2.0,Josh Schwartz,,,77.0,2022,1,2,38.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
119,120,Baht Oyunu,2021,7.0,83.0,6.9,2500.0,"Ada grew up among women who believe they will be happy marrying the first men with whom they fall in love. But when her love interest Rüzgar abandons her, a challenging, romantic journey between love and destiny awaits her.",22.5,2.0,Giray Altinok,Kerem Özdogan,Cansu Diktas,26.0,2021,0,2,13.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
120,121,Erkek Severse,2022,7.0,83.0,6.8,513749.99999999977,"Zeynep who lives with her twin children, is divorced from Oktay whom she married with great love during her university years, because she was cheated on. Zeynep loses her faith in men and closes her heart to love. Until he met Kenan Yelda.",7.0,2.0,Gülse Birsel,Levent Üzümcü,Senay Gürler,101.0,2022,0,2,45.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
